Periode,Bandara,Kategori,Pesawat_Datang,Pesawat_Berangkat,Penumpang_Datang,Penumpang_Berangkat,Penumpang Transit_Datang,Penumpang Transit_Berangkat,Kargo_Datang,Kargo_Berangkat,Bagasi_Datang,Bagasi_Berangkat,Pos_Datang,Pos_Berangkat
2026-05,UPG,Domestik,1724,1723,73536,72465,1,26348,866128,993581,560972,624985,0,0
